"CD_SETOR";"AREA_KM2";"POPULACAO";"POPULACAO_INFANTIL";"POPULACAO_IDOSA";"POPULACAO_ADULTA";"POPULACAO_EQUIVALENTE";"CNES";"NOME FANTASIA";"NIVEL_REFERENCIA";"PESO_COMPLEXIDADE";"CAPACIDADE/MES";"INDICE_SOBRECARGA";"CLASSIFICACAO"
"211130005000558";"0.0785846";"707";"20";"206.0";"481";"881.8";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000559";"0.0604889";"450";"19";"99.0";"332";"538.7";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000560";"0.0722276";"535";"13";"150.0";"372";"661.5";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000561";"0.0806476";"414";"11";"117.0";"286";"513.1";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000562";"0.1327067";"850";"32";"236.0";"582";"1054.8";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000563";"0.0884189";"637";"25";"179.0";"433";"792.7";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000564";"0.0969456";"610";"29";"123.0";"458";"722.9";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000565";"0.1128078";"635";"34";"56.0";"545";"696.8";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000566";"0.0290379";"587";"28";"92.0";"467";"674.6";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000567";"0.018049";"447";"20";"49.0";"378";"496.2";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000568";"0.0224269";"441";"17";"41.0";"383";"482.3";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000569";"0.076061";"804";"38";"151.0";"615";"943.8";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000570";"0.1179107";"464";"19";"70.0";"375";"529.5";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000571";"0.2555474";"1032";"50";"189.0";"793";"1208.2";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000572";"0.0469003";"355";"18";"28.0";"309";"386.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000573";"0.12615";"837";"39";"82.0";"716";"922.1";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005000574";"0.0370376";"422";"16";"55.0";"351";"474";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005000575";"0.8434098";"730";"46";"78.0";"606";"815.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000576";"0.0590109";"669";"60";"60.0";"549";"747";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000578";"0.0974537";"859";"44";"150.0";"665";"1001";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000579";"0.2072582";"781";"29";"107.0";"645";"881.1";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000581";"0.1006098";"504";"26";"72.0";"406";"574.6";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000582";"0.1058344";"909";"37";"171.0";"701";"1064.3";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000583";"0.0774595";"855";"51";"144.0";"660";"995.7";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000585";"0.0678731";"849";"42";"124.0";"683";"969.2";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000586";"0.035836";"621";"42";"75.0";"504";"702";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000587";"0.0372338";"608";"32";"73.0";"503";"682.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000588";"0.0539354";"860";"35";"117.0";"708";"971.1";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000589";"0.0773548";"769";"61";"80.0";"628";"863.5";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000591";"0.1408441";"1004";"46";"155.0";"803";"1151";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000592";"0.1433384";"1025";"43";"221.0";"761";"1223.3";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000594";"0.060403";"825";"47";"115.0";"663";"940.5";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000595";"0.1524534";"828";"34";"159.0";"635";"972.2";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000596";"0.1956621";"474";"17";"74.0";"383";"541.7";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000598";"0.1487144";"686";"30";"110.0";"546";"789";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005000601";"0.1011846";"757";"39";"124.0";"594";"875.7";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005000602";"0.09974";"737";"36";"93.0";"608";"829.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000604";"0.0772085";"659";"40";"78.0";"541";"741.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000605";"0.1574583";"1081";"65";"99.0";"917";"1192.7";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000606";"1.3806356";"817";"41";"113.0";"663";"927.9";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000608";"0.0815776";"634";"26";"47.0";"561";"684.6";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005000610";"0.1137079";"967";"48";"86.0";"833";"1059.8";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000611";"0.0799359";"1043";"52";"156.0";"835";"1193.8";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000612";"0.0792546";"1033";"43";"176.0";"814";"1195.3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000613";"0.1195296";"587";"37";"61.0";"489";"654.3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000615";"0.0459164";"584";"40";"100.0";"444";"684";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000616";"0.0416388";"569";"31";"72.0";"466";"642.1";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000617";"0.0691578";"1006";"51";"176.0";"779";"1172.3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000618";"0.0565599";"977";"41";"168.0";"768";"1131.9";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000619";"0.060875";"1054";"47";"167.0";"840";"1211.1";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000620";"0.0770579";"1020";"37";"186.0";"797";"1187.3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000622";"0.0681046";"774";"43";"127.0";"604";"897.1";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000623";"0.0629687";"609";"45";"73.0";"491";"689.9";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000624";"0.0702666";"795";"34";"179.0";"582";"955.2";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000625";"0.0639338";"817";"33";"148.0";"636";"951.9";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000626";"0.1166873";"885";"39";"155.0";"691";"1028.5";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000627";"0.057122";"784";"43";"179.0";"562";"948.7";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000628";"0.0536385";"669";"29";"151.0";"489";"804.3";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000629";"0.0613766";"628";"32";"108.0";"488";"730.4";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000630";"0.0788187";"691";"29";"92.0";"570";"779.1";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000631";"0.0742932";"741";"36";"122.0";"583";"856.6";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000632";"0.0634517";"1083";"64";"203.0";"816";"1277.4";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000633";"0.0634743";"1056";"44";"209.0";"803";"1245.2";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000634";"0.1169698";"728";"26";"162.0";"540";"870.6";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000635";"0.0779176";"1016";"45";"202.0";"769";"1200.1";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000636";"0.1055132";"583";"37";"109.0";"437";"688.7";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000637";"0.0725169";"777";"28";"113.0";"636";"881.4";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000638";"0.0602868";"811";"46";"153.0";"612";"956.4";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000639";"0.0785199";"1072";"50";"205.0";"817";"1261";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000640";"0.0611992";"820";"38";"151.0";"631";"959.8";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000641";"0.0992098";"965";"53";"115.0";"797";"1083.5";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000642";"0.0364656";"580";"37";"79.0";"464";"661.7";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000644";"0.1147811";"926";"56";"117.0";"753";"1047.6";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000646";"0.043299";"494";"37";"44.0";"413";"547.7";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000647";"0.0969147";"1047";"74";"81.0";"892";"1148.8";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000648";"0.1036492";"766";"52";"89.0";"625";"863.2";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000649";"0.0544226";"736";"35";"110.0";"591";"841.5";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000650";"0.0727279";"945";"44";"120.0";"781";"1063";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000651";"0.0866882";"547";"25";"42.0";"480";"593.1";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000652";"0.0887015";"906";"51";"94.0";"761";"1006.7";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005000653";"0.1050515";"1052";"52";"133.0";"867";"1184.4";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000654";"0.0602013";"580";"39";"73.0";"468";"657.9";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000655";"0.0659085";"599";"29";"92.0";"478";"687.1";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000657";"0.0646382";"705";"52";"74.0";"579";"790.2";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000658";"0.0960495";"820";"48";"88.0";"684";"914.4";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000659";"0.0277138";"253";"23";"29.0";"201";"287.7";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000660";"0.0668038";"634";"36";"61.0";"537";"700.8";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000661";"0.0759932";"745";"50";"89.0";"606";"841.2";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000662";"0.0508302";"755";"58";"61.0";"636";"832.8";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000663";"0.0764031";"896";"64";"72.0";"760";"985.6";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000665";"0.0754973";"893";"64";"63.0";"766";"975.4";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000666";"0.0731503";"800";"66";"43.0";"691";"867.4";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005000667";"0.0704156";"881";"75";"65.0";"741";"970.5";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005000668";"0.0757141";"821";"60";"56.0";"705";"895.8";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005000669";"0.0694723";"848";"68";"66.0";"714";"934.8";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005000670";"0.079164";"925";"66";"50.0";"809";"998";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005000671";"0.1040986";"1026";"69";"72.0";"885";"1118.1";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005000673";"0.0733165";"883";"70";"72.0";"741";"975.6";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000674";"0.111101";"968";"72";"82.0";"814";"1069.6";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000675";"0.0925294";"982";"69";"82.0";"831";"1082.1";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005000677";"0.0798913";"512";"31";"44.0";"437";"562.7";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005000678";"0.1120084";"973";"67";"63.0";"843";"1056.9";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005000679";"0.0571036";"641";"58";"54.0";"529";"713.2";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000680";"0.0957663";"1023";"63";"83.0";"877";"1120.9";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000681";"0.1060801";"920";"65";"69.0";"786";"1007.7";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000682";"0.0653423";"663";"53";"47.0";"563";"727.1";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000683";"0.0944054";"938";"59";"69.0";"810";"1022.7";"2645793";"U S F ANTONIO CARLOS SOUSA REIS OLIMPICA I";"II";"1.0";"6000";"1.4474";"Sobrecarregado"
"211130005000685";"0.1080466";"1060";"92";"75.0";"893";"1166";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000686";"0.1042911";"1008";"61";"59.0";"888";"1085.7";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005000688";"0.0721667";"695";"54";"41.0";"600";"754.8";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000689";"0.0486489";"343";"18";"27.0";"298";"373.6";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000690";"0.0550096";"406";"32";"32.0";"342";"447.6";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000691";"0.0613727";"328";"30";"17.0";"281";"356.6";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005000693";"0.0949329";"882";"71";"65.0";"746";"969.5";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000694";"0.2123042";"888";"54";"82.0";"752";"980.6";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005000695";"0.069359";"657";"50";"68.0";"539";"736.4";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005000696";"0.1139098";"854";"40";"112.0";"702";"963.6";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005000697";"0.0959258";"787";"52";"94.0";"641";"888.2";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000698";"0.0722192";"931";"46";"104.0";"781";"1037.2";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005000699";"0.0668145";"871";"35";"128.0";"708";"990.9";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005000701";"0.1365999";"795";"63";"91.0";"641";"899.3";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005000702";"5.3872437";"X";"X";"";"";"";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000704";"0.1489914";"969";"83";"84.0";"802";"1077.7";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005000705";"0.0921993";"982";"85";"67.0";"830";"1078.1";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000707";"0.0848316";"665";"54";"54.0";"557";"735.2";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000708";"0.1083119";"689";"56";"66.0";"567";"769.8";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000709";"0.2236758";"960";"78";"53.0";"829";"1041.4";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000710";"0.2582494";"249";"24";"15.0";"210";"273";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000712";"0.046637";"492";"12";"39.0";"441";"529.2";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000713";"0.0695646";"728";"55";"55.0";"618";"799.5";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000714";"0.0537716";"676";"38";"48.0";"590";"733.4";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000715";"0.0593867";"542";"34";"53.0";"455";"601.4";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000717";"0.0671627";"681";"47";"50.0";"584";"744.5";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005000718";"0.0723534";"862";"67";"70.0";"725";"951.5";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000719";"0.0644143";"561";"38";"42.0";"481";"613.6";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000720";"0.0508086";"277";"12";"25.0";"240";"303";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000721";"0.1275661";"808";"44";"72.0";"692";"887.6";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000724";"0.0903115";"930";"45";"74.0";"811";"1011.7";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000725";"0.0971401";"933";"52";"92.0";"789";"1032.6";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000726";"0.0765851";"974";"40";"91.0";"843";"1066.8";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000727";"0.1100591";"899";"52";"81.0";"766";"989.8";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000728";"0.0734121";"942";"48";"100.0";"794";"1046";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005000731";"0.2442722";"955";"79";"70.0";"806";"1050.5";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005000732";"0.633587";"210";"13";"41.0";"156";"249.3";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005000735";"0.0801154";"944";"78";"100.0";"766";"1063";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005000736";"0.1409042";"794";"52";"99.0";"643";"899.2";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005000737";"0.0928619";"1025";"71";"134.0";"820";"1167.7";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
